sales,quantity,profit,label
0.026436329846983953,0.07692307692307693,0.4418102403356913,2
0.07394602830323718,0.15384615384615385,0.4620311727709235,0
0.0014330343531976802,0.07692307692307693,0.4378219905479862,2
0.09675544484313854,0.3076923076923077,0.39344611905516647,1
0.002216270115653636,0.07692307692307693,0.4373263359422407,2
0.004894313716451671,0.4615384615384616,0.4386525961307028,1
0.0006910428074533961,0.23076923076923078,0.43726364786948646,0
0.09165799325050523,0.38461538461538464,0.44736448552690833,1
0.00182566312209016,0.15384615384615385,0.4376980598246346,0
0.011570215852821227,0.3076923076923077,0.4409630636139169,1
0.17243115248472143,0.6153846153846154,0.446749213701728,1
0.09208984446078039,0.23076923076923078,0.4448198141291814,0
0.0015272490835292433,0.15384615384615385,0.43765944315236605,0
0.0411969071689727,0.15384615384615385,0.45213062282307476,0
0.006911034607132662,0.3076923076923077,0.4229433156418214,1
0.00021228640954536746,0.15384615384615385,0.43660562796855,0
0.06726810439153863,0.38461538461538464,0.4385556504147042,1
0.005565543125680833,0.07692307692307693,0.4381769270470627,2
0.0008204364285096201,0.07692307692307693,0.43732246630812005,2
0.021535546449479474,0.15384615384615385,0.4388621937247191,0
0.0022518533614440976,0.23076923076923078,0.4378803309729931,0
0.001922303982816527,0.4615384615384616,0.4376157845744639,1
0.00605481275529968,0.4615384615384616,0.4388254777256804,1
0.00717002402677801,0.07692307692307693,0.4369238939936951,2
0.1055554746845424,0.15384615384615385,0.464385150875441,0
0.0011325985393077602,0.07692307692307693,0.4375205005248818,2
0.009110726165088468,0.15384615384615385,0.43837998040690435,0
0.3116552517231591,0.4615384615384616,0.24753573732304449,1
0.0009273883434139052,0.07692307692307693,0.43623719327515864,2
0.012510341380807853,0.15384615384615385,0.4388068807193477,0
0.00028507032138949337,0.07692307692307693,0.43716531363771516,2
0.008679481487412023,0.38461538461538464,0.438144968421737,1
0.0006483833480114222,0.38461538461538464,0.43638949752163597,1
0.0015482755469508796,0.07692307692307693,0.43744351756843486,2
0.0029344047125156787,0.15384615384615385,0.4381720103354741,0
0.11090448567248694,0.4615384615384616,0.45109282109575205,1
0.019254983878363524,0.3076923076923077,0.4201998588630624,1
0.01141130431196155,0.6153846153846154,0.44107061667991676,1
0.05377469497475611,0.15384615384615385,0.43169342336560657,0
0.021391798223587326,0.15384615384615385,0.43531601549146565,0
0.03747603185347466,0.23076923076923078,0.44179234896852176,0
0.014832148168635472,0.23076923076923078,0.43892426720852473,0
0.007827909718835749,0.07692307692307693,0.4374831244117872,2
0.009620820080596051,0.07692307692307693,0.43812816965714274,2
0.004603178069075167,0.07692307692307693,0.43929017525846087,2
0.0017201264499161772,0.07692307692307693,0.43797390783105145,2
0.02138189152447521,0.23076923076923078,0.43800488766657014,0
0.004504111077953996,0.15384615384615385,0.43760331069506325,0
0.0021588516963099366,0.07692307692307693,0.4377346506296282,2
0.0038187292414218095,0.38461538461538464,0.4390844017734579,1
0.007554970049420277,0.38461538461538464,0.4410614661333492,1
0.0005778233890292001,0.07692307692307693,0.4373764590853797,2
0.009052094680547367,0.0,0.43898591958508787,2
0.0014977311637257922,0.4615384615384616,0.4377520184580637,1
0.10407149159305383,0.3076923076923077,0.47103416108449186,1
0.021038189718544615,0.38461538461538464,0.4429741352289624,1
0.003230392620681791,0.3076923076923077,0.4388099536640906,1
0.03224387947954651,0.3076923076923077,0.43784778052127254,1
0.0014269690272106699,0.07692307692307693,0.4378353521669792,2
0.002987779581201371,0.07692307692307693,0.4374155196274444,2
0.004855899985200605,0.23076923076923078,0.4389021420063762,0
0.00012494571533241624,0.0,0.4371355402175399,2
0.0013683375426695682,0.07692307692307693,0.4377400225922898,2
0.002565632892505441,0.38461538461538464,0.43810536157838464,1
0.014787871288930294,0.15384615384615385,0.44488881881057374,0
0.008017956599762078,0.23076923076923078,0.4395816952830663,0
0.02149864904972516,0.3076923076923077,0.43530742262746247,1
0.11246933977713565,0.5384615384615385,0.449707571749504,1
0.01693479451079911,0.23076923076923078,0.4442087761389802,0
0.007625732185935399,0.07692307692307693,0.4410989105341047,2
0.00042174233363013,0.0,0.4372369473940541,2
0.0018808575885719554,0.15384615384615385,0.4380372787804152,0
0.08405450059318888,0.5384615384615385,0.42402075835632697,1
0.009764770484021102,0.07692307692307693,0.43717799238009863,2
0.007312761365005656,0.0,0.4349690003610597,2
8.127536822594066e-05,0.15384615384615385,0.43681977807329647,0
0.000936486332394421,0.15384615384615385,0.4363770008796817,0
0.0027087745857988883,0.15384615384615385,0.4373499634729302,0
0.0019061297801844991,0.3076923076923077,0.4353924976717322,1
0.020997754211964544,0.0,0.4434365792689315,2
0.0016473425380720509,0.15384615384615385,0.43795444584768006,0
0.0014613392078037292,0.3076923076923077,0.4375147643613618,1
0.002117405302065365,0.0,0.43774592947496216,2
0.020272341223918088,0.4615384615384616,0.44418823293431037,1
0.023243542247421627,0.15384615384615385,0.43146824480361634,0
0.030479880504990953,0.07692307692307693,0.44082029687741925,2
0.00197588102903512,0.0,0.4378134773529208,2
0.0005778233890292001,0.07692307692307693,0.4373764590853797,2
0.01596434235287743,0.4615384615384616,0.438617063784454,1
0.0019870007933446396,0.15384615384615385,0.43779485758403447,0
0.007393632378165797,0.07692307692307693,0.4379821023503657,2
0.0006101717942932561,0.0,0.4373939407265835,2
0.0012652270008903898,0.07692307692307693,0.43774794396096023,2
0.0053471913901484555,0.15384615384615385,0.43892187714039144,0
0.0032870023298938894,0.07692307692307693,0.4388780592246137,2
0.0005295029586660165,0.0,0.4366088147260611,2
0.009713215213131511,0.4615384615384616,0.44165420303041525,1
0.0051421833717875,0.15384615384615385,0.43908392375983124,0
0.007827909718835749,0.38461538461538464,0.4396104216257736,1
0.006487877030772229,0.4615384615384616,0.43961420020967956,1
0.009657212036518115,0.15384615384615385,0.4358110668895394,0
0.00013586330210903517,0.15384615384615385,0.4366939922018223,0
0.002373159881184308,0.23076923076923078,0.4383739141863564,0
0.02410481853757712,0.38461538461538464,0.4339811282951699,1
0.010302562721536032,0.15384615384615385,0.4366030671812643,0
0.0036834724719114753,0.15384615384615385,0.4341015877290898,0
0.007447007246851489,0.5384615384615385,0.4390432243139037,1
0.00278479333816942,0.0,0.43727887601787885,2
0.00028911387204750037,0.0,0.4371621496427577,2
0.034321253630097595,0.3076923076923077,0.44477829523132245,1
0.004196801227945464,0.07692307692307693,0.4382815892687489,2
0.007633819287251412,0.07692307692307693,0.43963350285517544,2
0.0027087745857988883,0.38461538461538464,0.4385590647977518,1
0.004008371767282338,1.0000000000000002,0.4386941833162228,1
0.00043225556534094814,0.07692307692307693,0.4372279561853621,2
0.0023788208521055175,0.15384615384615385,0.43789267965834866,0
0.01314356141385175,0.38461538461538464,0.4420512957788529,1
0.0795655528302024,0.15384615384615385,0.4558624410626271,0
0.015906317400935028,0.0,0.42387002472605156,2
0.004710332161512352,0.15384615384615385,0.43912790101348453,0
0.0030726941450195185,0.23076923076923078,0.43861943109003365,0
0.022857787514647763,0.38461538461538464,0.4442598553093725,1
0.011582346504795246,0.6153846153846154,0.4429307725642577,1
0.006833196256966028,0.4615384615384616,0.4392856455102844,1
0.060664783989480296,0.15384615384615385,0.43606349222824964,0
0.0623976476239692,0.38461538461538464,0.39064052050494086,1
0.00019651656197914013,0.07692307692307693,0.43683156907608756,2
0.024619966891407215,0.4615384615384616,0.44051111311118085,1
0.008186168307135169,0.07692307692307693,0.4359973897724478,2
0.024070852712049864,0.15384615384615385,0.44002656663161693,0
0.006017409911713115,0.3076923076923077,0.43567486714977005,1
0.007870771355810623,0.07692307692307693,0.44038193561921274,2
0.0021240771606510765,0.6153846153846154,0.43783357668779443,1
0.001980935467357629,0.15384615384615385,0.4381347252725941,0
0.003537702470690323,0.0,0.43893569401045746,2
0.0011196591772021378,0.23076923076923078,0.43743327441929203,0
0.00036149342882582566,0.07692307692307693,0.43726412588311314,2
0.007655654460804651,0.15384615384615385,0.44007436799428357,0
0.006614844521433649,0.38461538461538464,0.4391393733405245,1
0.004314064197027667,1.0000000000000002,0.4393955886444176,1
0.00832526644977061,0.07692307692307693,0.43821789964363406,2
0.0008467195077866656,0.15384615384615385,0.4373109712185264,0
0.0010529405913450223,0.15384615384615385,0.437620860623928,0
0.014481572326586263,0.15384615384615385,0.4448902869952842,0
0.08481205980896649,0.15384615384615385,0.4618797790265922,0
0.06787969142856218,0.4615384615384616,0.43933416389339097,1
0.009446138692170149,0.23076923076923078,0.4385092148052566,0
0.03881869284946588,0.7692307692307694,0.4488538735561087,1
0.015115398892228862,0.15384615384615385,0.4377226775264079,0
0.1972642144958056,0.5384615384615385,0.5036832315687848,1
0.01729689447222364,0.3076923076923077,0.4462164902773622,1
0.015919054585507752,0.3076923076923077,0.4390619351330046,1
0.020494736510108476,0.07692307692307693,0.43877430750507346,2
0.0058566787730573375,0.4615384615384616,0.4400299127270036,1
0.010622003223518585,0.23076923076923078,0.44256431821303394,0
0.008131176018186274,0.38461538461538464,0.43943328343326327,1
0.0006253351092607824,0.15384615384615385,0.4372436737286579,0
0.04621010127476978,0.07692307692307693,0.4428986090759492,2
0.0014330343531976802,0.07692307692307693,0.4378219905479862,2
0.09547692466945995,0.4615384615384616,0.4639262122687342,1
0.0005596274110681687,0.0,0.43734620765157783,2
